,N,k,edge,zeros_around,time_sec,square_matrix_size
0,100,0.5,404,500,46.74585580825806,101
1,200,0.5,788,1042,76.28907060623169,101
2,300,0.5,1222,1586,101.46459364891052,101
3,400,0.5,1651,2142,118.9225594997406,101
4,500,0.5,2066,2684,134.63317918777466,101
5,600,0.5,2481,3208,142.72523164749146,101
6,700,0.5,2856,3720,150.8564007282257,101
7,800,0.5,3278,4240,156.88462162017822,101
8,900,0.5,3644,4764,161.5945966243744,101
9,1000,0.5,4019,5290,165.14225339889526,101
